,user,tweet,stem,label,tokenizing
208,Evrie Ummu Attar Ameera,Terkadang bukan salah perawatnya tp krn anaknya yg banyak gerak dan meronta2..alhasil selalu salah masuk bahkan kdg2 jarum bisa patah,terkadang salah awat krn anak gerak ronta alhasil salah masuk kdg jarum patah,-1,"['terkadang', 'bukan', 'salah', 'perawatnya', 'tp', 'krn', 'anaknya', 'yg', 'banyak', 'gerak', 'dan', 'meronta', 'alhasil', 'selalu', 'salah', 'masuk', 'bahkan', 'kdg', 'jarum', 'bisa', 'patah']"
209,BorSil Johana,"Kalau pun si perawat berbuat salah, kan bisa melapor ke direktur RS nya, kenpa hrs menganiya perawat ? Lebih bijaksana kan, dan siapa tau sbagai permintaan maaf RS ,si bapak dapat discount biaya perawatan...Hadehhh...jadi pengen tau darahnya sebanyak apa sih",si awat buat salah lapor direktur rs kenpa hrs menganiya awat bijaksana tau sbagai minta maaf rs si discount biaya awat hadehhh ken tau darah sih,1,"['kalau', 'pun', 'si', 'perawat', 'berbuat', 'salah', 'kan', 'bisa', 'melapor', 'ke', 'direktur', 'rs', 'nya', 'kenpa', 'hrs', 'menganiya', 'perawat', 'lebih', 'bijaksana', 'kan', 'dan', 'siapa', 'tau', 'sbagai', 'permintaan', 'maaf', 'rs', 'si', 'bapak', 'dapat', 'discount', 'biaya', 'perawatan', 'hadehhh', 'jadi', 'pengen', 'tau', 'darahnya', 'sebanyak', 'apa', 'sih']"
210,Febby Febriyan,Saya pernah pas anak sya panas smpai kejang d infus,pas anak sya panas smpai kejang d infus,-1,"['saya', 'pernah', 'pas', 'anak', 'sya', 'panas', 'smpai', 'kejang', 'd', 'infus']"
211,Bram ManTyo,Kalo bisa jalur hukum knp mesti DAMAI ....jgn ada kata DAMAI dan MAAF,kalo jalur hukum knp mesti damai jgn damai maaf,1,"['kalo', 'bisa', 'jalur', 'hukum', 'knp', 'mesti', 'damai', 'jgn', 'ada', 'kata', 'damai', 'dan', 'maaf']"
212,Iz,Manusiawi sih marah lihat anak nya kek gt..tp gak perlu pake anarkis juga ..cukup tegur kalau ada yg kurang berkenan..hem semoga tidak ada matre di antara kata maaf,manusiawi sih marah lihat anak gt pake anarkis tegur kenan hem moga matre maaf,0,"['manusiawi', 'sih', 'marah', 'lihat', 'anak', 'nya', 'kek', 'gt', 'tp', 'gak', 'perlu', 'pake', 'anarkis', 'juga', 'cukup', 'tegur', 'kalau', 'ada', 'yg', 'kurang', 'berkenan', 'hem', 'semoga', 'tidak', 'ada', 'matre', 'di', 'antara', 'kata', 'maaf']"
213,Riany Theresia Cola Koten,Yah namanya pasang infus pasti berdarah la.apalagi kalo vena nya kecil .kalo yg gak mau anaknya di rawat .pasang ajah lu sndri d rmh  sama paraji kek paranormal kek.manusia ga tau terima kasih.,yah nama pasang infus darah la kalo vena kalo anak rawat pasang ajah lu sndri d rmh paraji paranormal manusia ga tau terima kasih,1,"['yah', 'namanya', 'pasang', 'infus', 'pasti', 'berdarah', 'la', 'apalagi', 'kalo', 'vena', 'nya', 'kecil', 'kalo', 'yg', 'gak', 'mau', 'anaknya', 'di', 'rawat', 'pasang', 'ajah', 'lu', 'sndri', 'd', 'rmh', 'sama', 'paraji', 'kek', 'paranormal', 'kek', 'manusia', 'ga', 'tau', 'terima', 'kasih']"
214,Eva Minerva Sokifa,Aduh yg namanya pasang infus berdarah atau salah itu sudah biasa...krn pembuluh darah yg besar kan kadang muncul tp pas bgt di msukkan jarum infus...selang infus ga mw jalan...akhirnya hrus pasang lain lagi...gue aja ampek pernh 3 kali lepas pasang amp…,aduh nama pasang infus darah salah krn buluh darah kadang muncul pas msukkan jarum infus selang infus ga mw jalan hrus pasang gue aja ampek pernh kali lepas pasang amp,-1,"['aduh', 'yg', 'namanya', 'pasang', 'infus', 'berdarah', 'atau', 'salah', 'itu', 'sudah', 'biasa', 'krn', 'pembuluh', 'darah', 'yg', 'besar', 'kan', 'kadang', 'muncul', 'tp', 'pas', 'bgt', 'di', 'msukkan', 'jarum', 'infus', 'selang', 'infus', 'ga', 'mw', 'jalan', 'akhirnya', 'hrus', 'pasang', 'lain', 'lagi', 'gue', 'aja', 'ampek', 'pernh', 'kali', 'lepas', 'pasang', 'amp']"
215,Istiq Enha,anaknya bawa kedukun aja pak siapa tau nanti disembur pake aer kembang langsung sehat,anak bawa dukun aja tau sembur pake aer kembang langsung sehat,0,"['anaknya', 'bawa', 'kedukun', 'aja', 'pak', 'siapa', 'tau', 'nanti', 'disembur', 'pake', 'aer', 'kembang', 'langsung', 'sehat']"
216,Mas Den,"Yg komen mlh curhat ,yg mukul jg salah harusnya negur perawat biar ganti yg senior,yg nyabut infus jg salah pasti dia lg magang  harusya minta dampingi senior.semua salah   udah tau salah semua msh di comen jg  awas pak ntar di vonis corona ribet urusan nya.",komen mlh curhat mukul salah negur awat biar ganti senior nyabut infus salah lg magang harusya damping senior salah udah tau salah msh comen awas ntar vonis corona ribet urus,-1,"['yg', 'komen', 'mlh', 'curhat', 'yg', 'mukul', 'jg', 'salah', 'harusnya', 'negur', 'perawat', 'biar', 'ganti', 'yg', 'senior', 'yg', 'nyabut', 'infus', 'jg', 'salah', 'pasti', 'dia', 'lg', 'magang', 'harusya', 'minta', 'dampingi', 'senior', 'semua', 'salah', 'udah', 'tau', 'salah', 'semua', 'msh', 'di', 'comen', 'jg', 'awas', 'pak', 'ntar', 'di', 'vonis', 'corona', 'ribet', 'urusan', 'nya']"
217,Lili Noventina Saragih Simarmata,Kurang komunikasi yg efektif kayaknya mknya bapak tu g tau proses tindakan yg dlakukan ke anaknya....,komunikasi efektif kayak mknya tau proses tindak dlakukan anak,1,"['kurang', 'komunikasi', 'yg', 'efektif', 'kayaknya', 'mknya', 'bapak', 'tu', 'g', 'tau', 'proses', 'tindakan', 'yg', 'dlakukan', 'ke', 'anaknya']"
218,Selviwulandari,"Suruh obatin sndiri, infus sndiri tu anak nya,, arogan banget,",suruh obatin sndiri infus sndiri anak arogan banget,0,"['suruh', 'obatin', 'sndiri', 'infus', 'sndiri', 'tu', 'anak', 'nya', 'arogan', 'banget']"
219,Didik Putra,Yg nama nya pasang infus atau lepas infus  pd manusia yg masih hidup atau manusia lg sakit.. pasti berdarah... kalau tidak berdarah itu manusia sudah mati... jd orang awam tp jgn bodoh2 benar..,nama pasang infus lepas infus pd manusia hidup manusia lg sakit darah darah manusia mati jd orang awam jgn bodoh,-1,"['yg', 'nama', 'nya', 'pasang', 'infus', 'atau', 'lepas', 'infus', 'pd', 'manusia', 'yg', 'masih', 'hidup', 'atau', 'manusia', 'lg', 'sakit', 'pasti', 'berdarah', 'kalau', 'tidak', 'berdarah', 'itu', 'manusia', 'sudah', 'mati', 'jd', 'orang', 'awam', 'tp', 'jgn', 'bodoh', 'benar']"
220,Ridho Wijaya,Imron Sjamsuri susternya melepas impus main tarik saja sampai bercucuran darah pasien nya yg masih anak anak sudah bagus satpam nya menangani dengan tidak anarkis,imron sjamsuri suster lepas impus main tarik cucur darah pasien anak anak bagus satpam tangan anarkis,0,"['imron', 'sjamsuri', 'susternya', 'melepas', 'impus', 'main', 'tarik', 'saja', 'sampai', 'bercucuran', 'darah', 'pasien', 'nya', 'yg', 'masih', 'anak', 'anak', 'sudah', 'bagus', 'satpam', 'nya', 'menangani', 'dengan', 'tidak', 'anarkis']"
221,Ade Aditya D'Smile,Di infus mah pasti keluar darah...,infus mah darah,0,"['di', 'infus', 'mah', 'pasti', 'keluar', 'darah']"
222,Joko Purwanto,rawat sendiri aja anak nya ngk usah di bawa ke RS.. emosian bgt lo pak,rawat aja anak ngk bawa rs emosi lo,0,"['rawat', 'sendiri', 'aja', 'anak', 'nya', 'ngk', 'usah', 'di', 'bawa', 'ke', 'rs', 'emosian', 'bgt', 'lo', 'pak']"
223,Hidayatullah,Stress kayanya bapaknya yg sakit bukan anaknya coba kasih biuss biar gak buass liarr sekali membahayakan jika dibiarkan,stress kaya bapak sakit anak coba kasih biuss biar buass liarr bahaya biar,-1,"['stress', 'kayanya', 'bapaknya', 'yg', 'sakit', 'bukan', 'anaknya', 'coba', 'kasih', 'biuss', 'biar', 'gak', 'buass', 'liarr', 'sekali', 'membahayakan', 'jika', 'dibiarkan']"
224,Aden Raden,"Memeng harus dikasih pelajaran.karna kbiasaan,perawat songong lebih dr dokternya.",memeng kasih ajar karna kbiasaan awat songong dr dokter,0,"['memeng', 'harus', 'dikasih', 'pelajaran', 'karna', 'kbiasaan', 'perawat', 'songong', 'lebih', 'dr', 'dokternya']"
225,Aris Motor,Kalo mencari keadilan harus didengarkan keluhan dari kedua belah pihak,kalo cari adil dengar keluh belah,-1,"['kalo', 'mencari', 'keadilan', 'harus', 'didengarkan', 'keluhan', 'dari', 'kedua', 'belah', 'pihak']"
226,Joko Wahono,Sudut pandang mana kalian lihat broooo....,sudut pandang lihat broooo,0,"['sudut', 'pandang', 'mana', 'kalian', 'lihat', 'broooo']"
227,Rama Khayla,"Giliran bapak tu nanti nya yg sakit,,pada takut deh parawat nginfus nya...",gilir sakit takut parawat nginfus,-1,"['giliran', 'bapak', 'tu', 'nanti', 'nya', 'yg', 'sakit', 'pada', 'takut', 'deh', 'parawat', 'nginfus', 'nya']"
228,Ahmad Suba'i,Sebentar lagi klaras Gedang minta maaf,sebentar klaras gedang maaf,1,"['sebentar', 'lagi', 'klaras', 'gedang', 'minta', 'maaf']"
229,Rani Andriani,"Masang infus anak2 emang gak ribet,,mungkin si anak tangannya ga mau diam tangannya",masang infus anak emang ribet si anak tangan ga diam tangan,-1,"['masang', 'infus', 'anak', 'emang', 'gak', 'ribet', 'mungkin', 'si', 'anak', 'tangannya', 'ga', 'mau', 'diam', 'tangannya']"
230,Emir Raharjo,Maaf ini yg ambil video siapa ya....bukanya dlm rumah sakit dilarang merekam video Dan memfoto...,maaf ambil video ya buka dlm rumah sakit larang rekam video foto,0,"['maaf', 'ini', 'yg', 'ambil', 'video', 'siapa', 'ya', 'bukanya', 'dlm', 'rumah', 'sakit', 'dilarang', 'merekam', 'video', 'dan', 'memfoto']"
231,Sinta Ulandari,Yahhh saya kemarin 5x dicolok jarum infus baru dapat Krn kurang minum sebelum diinfus harus makan dan minum lebih banyak agar mudah nyari tu pembuluhnya....,yahhh kemarin colok jarum infus krn minum infus makan minum mudah nyari buluh,1,"['yahhh', 'saya', 'kemarin', 'x', 'dicolok', 'jarum', 'infus', 'baru', 'dapat', 'krn', 'kurang', 'minum', 'sebelum', 'diinfus', 'harus', 'makan', 'dan', 'minum', 'lebih', 'banyak', 'agar', 'mudah', 'nyari', 'tu', 'pembuluhnya']"
232,Jen Efendi,Berdarah nya bagaimana sich ?? Bukannya biasa aja di infus kalau berdarah..,darah sich aja infus darah,0,"['berdarah', 'nya', 'bagaimana', 'sich', 'bukannya', 'biasa', 'aja', 'di', 'infus', 'kalau', 'berdarah']"
233,Kemput Fatamorgana,Nunggu mewek sambil minta maaf,nunggu mewek maaf,1,"['nunggu', 'mewek', 'sambil', 'minta', 'maaf']"
234,Dwi Riana,"Astaghfirullah,,,klo lepas infus/pasang mmng suka berdarah,,,jgn arogan gitulah dgn perawat sampai jambak sgala,,,y ampun,,,udh bsok2 klo sakit obatin sndiri aj jgn ke rumah sakit,,,sombong skali anda y,,",astaghfirullah klo lepas infus pasang mmng suka darah jgn arogan gitulah dgn awat jambak sgala y ampun udh bsok klo sakit obatin sndiri aj jgn rumah sakit sombong skali y,-1,"['astaghfirullah', 'klo', 'lepas', 'infus', 'pasang', 'mmng', 'suka', 'berdarah', 'jgn', 'arogan', 'gitulah', 'dgn', 'perawat', 'sampai', 'jambak', 'sgala', 'y', 'ampun', 'udh', 'bsok', 'klo', 'sakit', 'obatin', 'sndiri', 'aj', 'jgn', 'ke', 'rumah', 'sakit', 'sombong', 'skali', 'anda', 'y']"
235,Saeful Bahri,Kalau lagi nyerang perawat garang..tar kalau d  tangkap karena penganiayaan pasti lembek gak segarang lagi marahin susternya..ujung2 minta maaf...orang kaya gini mesti d kasib pelajaran,nyerang awat garang tar d tangkap aniaya lembek garang marahin suster ujung maaf orang kaya gin mesti d kasib ajar,-1,"['kalau', 'lagi', 'nyerang', 'perawat', 'garang', 'tar', 'kalau', 'd', 'tangkap', 'karena', 'penganiayaan', 'pasti', 'lembek', 'gak', 'segarang', 'lagi', 'marahin', 'susternya', 'ujung', 'minta', 'maaf', 'orang', 'kaya', 'gini', 'mesti', 'd', 'kasib', 'pelajaran']"
236,Wahyu Widiantara,Mungkin di kepolisian di ajarin ky gt X...,polisi ajarin ky gt,0,"['mungkin', 'di', 'kepolisian', 'di', 'ajarin', 'ky', 'gt', 'x']"
237,Ajeng Pita,Masang infus untuk cek advoket nya udh masuk apa belum ke vena nya pasti keluar darah,masang infus cek advoket udh masuk vena darah,0,"['masang', 'infus', 'untuk', 'cek', 'advoket', 'nya', 'udh', 'masuk', 'apa', 'belum', 'ke', 'vena', 'nya', 'pasti', 'keluar', 'darah']"
238,Agnes Windi Fadilla,Pengen liat yg d bilang smpek berdarah yg kek gimana...,ken liat d bilang smpek darah gimana,0,"['pengen', 'liat', 'yg', 'd', 'bilang', 'smpek', 'berdarah', 'yg', 'kek', 'gimana']"
239,Pedro Rrt,"Ank gwa ja yg umur 2 tahun, pas waktu di rawat",ank gwa ja umur pas rawat,0,"['ank', 'gwa', 'ja', 'yg', 'umur', 'tahun', 'pas', 'waktu', 'di', 'rawat']"
240,Iis Jax,Security nya kok kayak gitu gax ada tindakan melindungi sekali malah tangan nya melambai2 gitu memegang tangan tersangka...,security kayak gitu gax tindak lindung tangan lambai gitu pegang tangan sangka,0,"['security', 'nya', 'kok', 'kayak', 'gitu', 'gax', 'ada', 'tindakan', 'melindungi', 'sekali', 'malah', 'tangan', 'nya', 'melambai', 'gitu', 'memegang', 'tangan', 'tersangka']"
241,Ayhu Irianty,"Macam gk pernah di infus sja tuh bpakx,dmna"" lepas infus pasti berdarah walaupun sdikit",gk infus sja tuh bpakx dmna lepas infus darah sdikit,-1,"['macam', 'gk', 'pernah', 'di', 'infus', 'sja', 'tuh', 'bpakx', 'dmna', 'lepas', 'infus', 'pasti', 'berdarah', 'walaupun', 'sdikit']"
242,Arno Oyee,Nunggu vidio berikut nya dngan wajah melaas daan minta maaf...... Sudh tradisi abs aniaya... wajah garaang dan berduwit cukup pake jurus melas urusan kelaas.. Tanpa meja hiijau.... Coba orng kurng mampu...???????,nunggu vidio dngan wajah melaas daan maaf sudh tradisi abs aniaya wajah garaang berduwit pake jurus melas urus kelaas meja hiijau coba orng kurng,1,"['nunggu', 'vidio', 'berikut', 'nya', 'dngan', 'wajah', 'melaas', 'daan', 'minta', 'maaf', 'sudh', 'tradisi', 'abs', 'aniaya', 'wajah', 'garaang', 'dan', 'berduwit', 'cukup', 'pake', 'jurus', 'melas', 'urusan', 'kelaas', 'tanpa', 'meja', 'hiijau', 'coba', 'orng', 'kurng', 'mampu']"
243,Evi Oktaviana,"Lebih detail nya bukan masang sih, tapi melepaskan jarum infus",detail masang sih lepas jarum infus,-1,"['lebih', 'detail', 'nya', 'bukan', 'masang', 'sih', 'tapi', 'melepaskan', 'jarum', 'infus']"
244,Fitri Ani,Pemirsa yg Budiman coba pahami lebih teliti lagi ya..kata kata dari pelaku  low polisi,pirsa budiman coba paham teliti ya laku low polisi,0,"['pemirsa', 'yg', 'budiman', 'coba', 'pahami', 'lebih', 'teliti', 'lagi', 'ya', 'kata', 'kata', 'dari', 'pelaku', 'low', 'polisi']"
245,Nety Widati,"Kalo kesel pun jgn lah main pukul jambak , keliatan bnget ini bpk sering KDRT, sama perempuan kasar gitu .",kalo kesel jgn main jambak liat bnget bpk kdrt perempuan kasar gitu,-1,"['kalo', 'kesel', 'pun', 'jgn', 'lah', 'main', 'pukul', 'jambak', 'keliatan', 'bnget', 'ini', 'bpk', 'sering', 'kdrt', 'sama', 'perempuan', 'kasar', 'gitu']"
246,Dortiana Simanjuntak,Kok yg pakai baju safari mendorong perawatnya bukannya menolong,pakai baju safari dorong awat tolong,0,"['kok', 'yg', 'pakai', 'baju', 'safari', 'mendorong', 'perawatnya', 'bukannya', 'menolong']"
247,Rivayi Arifanto Hutagalung,Wah parah sih Polisi aja masih dibentak... Makhluk jenis apa itu ya? Enak disundut rokok sekujur badannya nih org..,parah sih polisi aja bentak makhluk jenis ya enak sundut rokok kujur badan org,0,"['wah', 'parah', 'sih', 'polisi', 'aja', 'masih', 'dibentak', 'makhluk', 'jenis', 'apa', 'itu', 'ya', 'enak', 'disundut', 'rokok', 'sekujur', 'badannya', 'nih', 'org']"
248,Anda Utama,manusia congkak plus G*b*** biasanya demen barbar,manusia congkak plus b demen barbar,-1,"['manusia', 'congkak', 'plus', 'g', 'b', 'biasanya', 'demen', 'barbar']"
249,Devienna Wulandari,Gimana klo kyk anak ku yg jarum nya lepas tertancap,gimana klo kyk anak ku jarum lepas tancap,-1,"['gimana', 'klo', 'kyk', 'anak', 'ku', 'yg', 'jarum', 'nya', 'lepas', 'tertancap']"
250,Priincess'Vallen,Sya ampe 5 x tusuk sna sni infus mna judes2 yg pasang tpi mau gmna lgi nmanya bpjs,sya ampe tusuk sna sni infus mna judes pasang tpi gmna lgi nmanya bpjs,0,"['sya', 'ampe', 'x', 'tusuk', 'sna', 'sni', 'infus', 'mna', 'judes', 'yg', 'pasang', 'tpi', 'mau', 'gmna', 'lgi', 'nmanya', 'bpjs']"
251,Sadeli,Pihak rumah sakit doktr prawat emang ga bisa di adili  harus kita adili sn diri emang kadang ngeslin di rumah sakit tuh,rumah sakit doktr prawat emang ga adil adil sn emang kadang ngeslin rumah sakit tuh,-1,"['pihak', 'rumah', 'sakit', 'doktr', 'prawat', 'emang', 'ga', 'bisa', 'di', 'adili', 'harus', 'kita', 'adili', 'sn', 'diri', 'emang', 'kadang', 'ngeslin', 'di', 'rumah', 'sakit', 'tuh']"
252,Anna Rena,"Setauku klo anak2 memang agak susah anakku dulu sampe pindah2 tangan kanan dan kiri ga bisa akhirnya dapat dikaki, dan yg ditanganpun berdarah, emang anak bapak itu berdarah sampe harus nambah darah apa kok marah2 kayak gitu ato nih anak emas bapaknya …",tau klo anak susah anak sampe pindah tangan kanan kiri ga kaki tang darah emang anak darah sampe nambah darah marah kayak gitu ato anak emas bapak,0,"['setauku', 'klo', 'anak', 'memang', 'agak', 'susah', 'anakku', 'dulu', 'sampe', 'pindah', 'tangan', 'kanan', 'dan', 'kiri', 'ga', 'bisa', 'akhirnya', 'dapat', 'dikaki', 'dan', 'yg', 'ditanganpun', 'berdarah', 'emang', 'anak', 'bapak', 'itu', 'berdarah', 'sampe', 'harus', 'nambah', 'darah', 'apa', 'kok', 'marah', 'kayak', 'gitu', 'ato', 'nih', 'anak', 'emas', 'bapaknya']"
253,Mami Edfyn,Anaknya lasak ga mau diam kayak bp nya arogan,anak lasak ga diam kayak bp arogan,0,"['anaknya', 'lasak', 'ga', 'mau', 'diam', 'kayak', 'bp', 'nya', 'arogan']"
254,Limbong Margana,Perbuatan ini  kurang bagus harus dilaporkan ke polisi soalya biar ngaada lgi kejadian serupa,buat bagus lapor polisi soalya biar ngaada lgi jadi,1,"['perbuatan', 'ini', 'kurang', 'bagus', 'harus', 'dilaporkan', 'ke', 'polisi', 'soalya', 'biar', 'ngaada', 'lgi', 'kejadian', 'serupa']"
255,Wani,"Itu emosinya baru 20%'.mo liat video slnjutnya,udh di tangkap polisi,apa masih nampak garangnya.,..,",emosi mo liat video slnjutnya udh tangkap polisi nampak garang,-1,"['itu', 'emosinya', 'baru', 'mo', 'liat', 'video', 'slnjutnya', 'udh', 'di', 'tangkap', 'polisi', 'apa', 'masih', 'nampak', 'garangnya']"
256,Nino Sumartono Sanjaya,Aku pernah pas di infus cari pembuluh darah nya susah karena aku gemuk. Jadi ditusuk keberapa tempat di tangan dan akhir nya ketemunya di kaki.. manusiawi lah ini karna mencari pembuluh darah itu gak mudah.,pas infus cari buluh darah susah gemuk tusuk berapa tangan ketemu kaki manusiawi karna cari buluh darah mudah,1,"['aku', 'pernah', 'pas', 'di', 'infus', 'cari', 'pembuluh', 'darah', 'nya', 'susah', 'karena', 'aku', 'gemuk', 'jadi', 'ditusuk', 'keberapa', 'tempat', 'di', 'tangan', 'dan', 'akhir', 'nya', 'ketemunya', 'di', 'kaki', 'manusiawi', 'lah', 'ini', 'karna', 'mencari', 'pembuluh', 'darah', 'itu', 'gak', 'mudah']"
257,Daun Serai,Orang Seperti Anda Harusnya Di Beri Apresiasi Berupa Hantaman Benda Tumpul Di Sekitar Kepala,orang apresiasi hantam benda tumpul kepala,0,"['orang', 'seperti', 'anda', 'harusnya', 'di', 'beri', 'apresiasi', 'berupa', 'hantaman', 'benda', 'tumpul', 'di', 'sekitar', 'kepala']"
258,Dewii Diion,Lelaki yg Ringan tangan. ..dgn org laen pun bahkan perempuan spt itu ..kog sy mlh kasihan dgn istrinya ya.....,lelaki ringan tangan dgn org laen perempuan spt kog sy mlh kasihan dgn istri ya,0,"['lelaki', 'yg', 'ringan', 'tangan', 'dgn', 'org', 'laen', 'pun', 'bahkan', 'perempuan', 'spt', 'itu', 'kog', 'sy', 'mlh', 'kasihan', 'dgn', 'istrinya', 'ya']"
259,Haris Supebi Anward,Yg sy sesalkan securitynya.. g berbuat apa2.. cuman nobar aja,sy sesal securitynya buat cuman nobar aja,0,"['yg', 'sy', 'sesalkan', 'securitynya', 'g', 'berbuat', 'apa', 'cuman', 'nobar', 'aja']"
260,AD,"Security RSnya knp kaya kurang greget yah, bukannya melindungi malah terkesan membiarkan",security rsnya knp kaya greget yah lindung kes biar,1,"['security', 'rsnya', 'knp', 'kaya', 'kurang', 'greget', 'yah', 'bukannya', 'melindungi', 'malah', 'terkesan', 'membiarkan']"
261,ORien Fitriani,Akibat kecemasan bapak nya juga sih mendahulukan emosi ny ktimbang akal sehatnya. Hmmm,akibat cemas sih dahulu emosi ny ktimbang akal sehat hmmm,1,"['akibat', 'kecemasan', 'bapak', 'nya', 'juga', 'sih', 'mendahulukan', 'emosi', 'ny', 'ktimbang', 'akal', 'sehatnya', 'hmmm']"
262,Rega Fajar,"Klo sakitmya DBD emang susah pak, itu pak security bukan yg pakai baju sergam hitam",klo sakitmya dbd emang susah security pakai baju sergam hitam,-1,"['klo', 'sakitmya', 'dbd', 'emang', 'susah', 'pak', 'itu', 'pak', 'security', 'bukan', 'yg', 'pakai', 'baju', 'sergam', 'hitam']"
263,Putri Surani,ujung2 nya klarifikasi nangis2 minta maaf si bapaknya... lagu lama',ujung klarifikasi nang maaf si bapak lagu,1,"['ujung', 'nya', 'klarifikasi', 'nangis', 'minta', 'maaf', 'si', 'bapaknya', 'lagu', 'lama']"
264,Ainun Na'im,"Security nya plonga plonga, mau dia Polisi mau dia preman kalau dia salah seharusnya ya di sikat. Goblok banget tuh baju merah.",security plonga plonga polisi preman salah ya sikat goblok banget tuh baju merah,-1,"['security', 'nya', 'plonga', 'plonga', 'mau', 'dia', 'polisi', 'mau', 'dia', 'preman', 'kalau', 'dia', 'salah', 'seharusnya', 'ya', 'di', 'sikat', 'goblok', 'banget', 'tuh', 'baju', 'merah']"
265,Rozaq Ahmad,Saya pernah anak saya sampe pindah 2kali ga tega pgn marah tp ya ga gitu juga caranya,anak sampe pindah kali ga tega pgn marah ya ga gitu,-1,"['saya', 'pernah', 'anak', 'saya', 'sampe', 'pindah', 'kali', 'ga', 'tega', 'pgn', 'marah', 'tp', 'ya', 'ga', 'gitu', 'juga', 'caranya']"
266,Mayang Aulia Mayang Aulia,Mustinya suruh aja yang jambak yang pasang infus jadi sebel liat kelakuannya,mustinya suruh aja jambak pasang infus sebel liat laku,0,"['mustinya', 'suruh', 'aja', 'yang', 'jambak', 'yang', 'pasang', 'infus', 'jadi', 'sebel', 'liat', 'kelakuannya']"
